unnamed:_0;food;makanan_indonesia;caloric_value;fat;saturated_fats;monounsaturated_fats;polyunsaturated_fats;carbohydrates;sugars;protein;dietary_fiber;cholesterol;sodium;water;vitamin_a;vitamin_b1;vitamin_b11;vitamin_b12;vitamin_b2;vitamin_b3;vitamin_b5;vitamin_b6;vitamin_c;vitamin_d;vitamin_e;vitamin_k;calcium;copper;iron;magnesium;manganese;phosphorus;potassium;selenium;zinc;nutrition_density
2112;turnip greens cooked;lobak sayuran dimasak;29;0.3;0.091;0.065;0.1;6.3;0.8;1.6;5.0;0.0;0.4;134.2;0.0;0.077;0.2;0.0;0.1;0.6;0.4;0.3;39.5;0.0;2.7;0.5;197.3;0.4;1.2;31.7;0.5;41.8;292.3;0.013;0.2;251.2
2113;jerusalem artichokes;Artichoke Yerusalem;110;0.047;0.0;0.065;0.036;26.2;14.4;3.0;2.4;0.0;0.011;117.0;0.0;0.3;0.052;0.0;0.049;2.0;0.6;0.1;6.0;0.0;0.3;0.014;21.0;0.2;5.1;25.5;0.014;117.0;643.5;0.083;0.2;63.742
2114;collard raw;Collard Raw;12;0.2;0.026;0.049;0.075;2.0;0.2;1.1;1.4;0.0;0.014;32.3;0.0;0.0;0.007;0.033;0.0;0.068;0.3;0.06;0.003;12.7;0.0;0.8;0.2;83.5;0.004;0.2;9.7;0.2;9.0;76.7;0.041;5.001
2115;chrysanthemum cooked;Chrysanthemum dimasak;20;0.036;0.0;0.0;0.0;4.3;2.0;1.6;2.3;0.0;0.042;92.5;0.0;0.0;0.086;0.092;0.0;0.2;0.7;0.061;0.1;23.9;0.0;2.5;0.1;69.0;0.1;3.7;18.0;0.4;43.0;569.0;0.001;8.597
2116;oriental radish dried;lobak oriental kering;314;0.8;0.3;0.1;0.4;73.5;43.3;9.2;27.7;0.0;0.3;22.8;0.0;0.3;0.3;0.0;0.8;3.9;2.2;0.7;0.0;0.0;0.008;0.031;729.6;1.9;7.8;197.2;0.6;236.6;4053.0;0.091;2.5;848.6
2117;tomatillos;tomatillos;42;1.3;0.2;0.2;0.6;7.7;5.2;1.3;2.5;0.0;0.019;121.0;0.0;0.088;0.093;0.0;0.099;2.4;0.2;0.074;15.4;0.0;0.5;0.033;9.2;0.1;0.8;26.4;0.2;51.5;353.8;0.055;0.3;38.2
2118;taro shoots raw;Talas menembak mentah;9;0.069;0.016;0.071;0.042;2.0;0.0;0.8;0.0;0.0;0.056;82.4;0.0;0.024;0.04;0.0;0.014;0.7;0.074;0.035;18.1;0.0;0.0;0.0;10.3;0.099;0.5;6.9;0.1;24.1;285.5;0.002;0.4;31.723
2119;acorn squash raw;Acorn Squash Raw;172;0.4;0.091;0.086;0.2;44.9;0.0;3.4;6.5;0.0;0.017;378.3;0.0;0.6;0.06;0.0;0.071;3.0;1.7;0.7;47.4;0.0;0.0;0.0;142.2;0.3;3.0;137.9;0.7;155.2;1495.6;0.077;0.6;247.8
2120;leeks dried;daun bawang kering;10;0.026;0.08;0.055;0.031;2.4;0.0;0.5;0.3;0.0;0.077;0.018;0.0;0.056;0.089;0.0;0.008;0.1;0.076;0.023;3.8;0.0;0.0;0.0;11.5;0.047;0.2;5.2;0.014;11.1;76.8;0.092;0.096;18.709
2121;cabbage raw;kubis mentah;70;0.3;0.054;0.066;0.021;16.2;9.0;3.6;7.0;0.0;0.006;258.1;0.0;0.0;0.2;0.1;0.0;0.1;0.7;0.6;0.3;102.5;0.0;0.4;0.2;112.0;0.083;1.3;33.6;0.4;72.8;476.0;0.057;27.635
2122;sweet red peppers cooked;paprika merah manis dimasak;19;0.1;0.012;0.094;0.087;4.5;3.2;0.7;0.9;0.0;0.2;67.1;0.0;0.041;0.055;0.0;0.049;0.3;0.066;0.2;124.8;0.0;1.2;0.016;6.6;0.069;0.3;7.3;0.023;13.1;121.2;0.059;0.055;137.9
2123;sweet red peppers raw;paprika merah manis mentah;46;0.4;0.088;0.016;0.1;9.0;6.3;1.5;3.1;0.0;0.092;137.4;0.0;0.094;0.089;0.0;0.1;1.5;0.5;0.4;190.3;0.0;2.4;0.095;10.4;0.037;0.6;17.9;0.2;38.7;314.4;0.081;0.4;215.3
2124;cucumber peeled;Mentimun dikupas;16;0.2;0.1;0.068;0.087;2.9;1.8;0.8;0.9;0.0;0.098;128.7;0.0;0.0;0.049;0.066;0.0;0.095;0.048;0.3;0.082;4.3;0.0;0.006;0.052;18.6;0.018;0.3;16.0;0.058;27.9;180.9;0.027;4.903
2125;purslane raw;Purslane Raw;9;0.2;0.0;0.0;0.0;1.5;0.0;0.9;0.0;0.0;0.066;39.9;0.0;0.097;0.059;0.0;0.015;0.2;0.094;0.003;9.0;0.0;0.0;0.0;28.0;0.08;0.9;29.2;0.1;18.9;212.4;0.03;0.063;40.5
2126;peas onions cooked;Bawang kacang matang;81;0.4;0.055;0.049;0.2;15.5;6.8;4.6;4.0;0.0;0.5;158.7;0.0;0.3;0.078;0.0;0.1;1.9;0.2;0.2;12.4;0.0;0.019;0.053;25.2;0.1;1.7;23.4;0.3;61.2;210.6;0.042;0.5;63.8
2127;tomato cooked;Tomat dimasak;22;0.1;0.086;0.069;0.041;4.9;3.1;1.2;0.9;0.0;0.029;116.0;0.0;0.0;0.054;0.052;0.0;0.074;0.7;0.2;0.096;28.0;0.0;0.7;0.054;13.5;0.052;0.8;11.1;0.1;34.4;268.1;0.0;7.36
2128;taro shoots cooked;Tunas talas dimasak;20;0.1;0.068;0.003;0.037;4.5;0.0;1.0;0.0;0.0;0.3;133.4;0.0;0.024;0.014;0.0;0.035;1.1;0.1;0.2;26.5;0.0;0.0;0.0;19.6;0.1;0.6;11.2;0.2;36.4;481.6;0.083;0.8;52.3
2129;scots kale raw;Skotlandia kangkung mentah;28;0.4;0.072;0.015;0.2;5.6;0.0;1.9;1.1;0.0;0.059;58.3;0.0;0.05;0.08;0.0;0.09;0.9;0.057;0.2;87.1;0.0;0.0;0.0;137.4;0.2;2.0;59.0;0.4;41.5;301.5;0.011;0.2;235.5
2130;artichoke raw;artichoke mentah;60;0.2;0.056;0.019;0.01;13.5;1.3;4.2;6.9;0.0;0.1;108.7;0.0;0.0;0.097;0.058;0.0;0.03;1.3;0.4;0.1;15.0;0.0;0.2;0.045;56.3;0.3;1.6;76.8;0.3;115.2;473.6;0.056;25.274
2131;navy bean sprouts raw;Kacang kacang navy mentah;70;0.7;0.05;0.042;0.4;13.6;0.0;6.4;0.0;0.0;0.063;82.3;0.0;0.4;0.1;0.0;0.2;1.3;0.9;0.2;19.6;0.0;0.0;0.0;15.6;0.4;2.0;105.0;0.4;104.0;319.3;0.001;0.9;57.9
2132;sweet pickles;acar manis;146;0.7;0.1;0.021;0.2;33.8;29.2;0.9;1.6;0.0;0.7;121.9;0.0;0.079;0.077;0.0;0.006;0.2;0.037;0.005;1.1;0.0;0.6;0.018;97.6;0.021;0.4;11.2;0.1;28.8;160.0;0.0;0.2;136.1
2133;oriental radish cooked;lobak oriental dimasak;25;0.4;0.1;0.026;0.2;5.0;2.7;1.0;2.4;0.0;0.4;139.7;0.0;0.0;0.059;0.0;0.089;0.2;0.2;0.021;22.2;0.0;0.0;0.016;25.0;0.1;0.2;13.2;0.041;35.3;419.0;0.019;0.2;56.2
2134;sweet potato leaves raw;daun ubi jalar mentah;15;0.2;0.088;0.045;0.049;3.1;0.0;0.9;1.9;0.0;0.073;30.4;0.0;0.031;0.0;0.0;0.1;0.4;0.07;0.042;3.9;0.0;0.0;0.1;27.3;0.0;0.3;24.5;0.0;28.4;177.8;0.068;0.0;37.6
2135;irishmoss;Irishmoss;2;0.049;0.06;0.096;0.091;0.6;0.098;0.037;0.082;0.0;0.084;4.1;0.0;0.004;0.02;0.0;0.027;0.009;0.036;0.061;0.2;0.0;0.04;0.012;3.6;0.055;0.4;7.2;0.029;7.9;3.2;0.098;0.052;4.975
2136;drumstick leaves cooked;Daun drum matang;25;0.4;0.0;0.0;0.0;4.7;0.4;2.2;0.8;0.0;0.1;34.3;0.0;0.041;0.091;0.0;0.2;0.8;0.007;0.4;13.0;0.0;0.084;0.085;63.4;0.004;1.0;63.4;0.4;28.1;144.5;0.042;0.2;85.5
2137;winter squash raw;Musim dingin squash mentah;39;0.2;0.019;0.089;0.086;10.0;2.6;1.1;1.7;0.0;0.027;104.1;0.0;0.054;0.08;0.0;0.001;0.6;0.2;0.2;14.3;0.0;0.1;0.021;32.5;0.051;0.7;16.2;0.2;26.7;406.0;0.049;0.2;60.5
2138;pumpkin raw;labu mentah;30;0.1;0.065;0.044;0.004;7.5;3.2;1.2;0.6;0.0;0.062;106.3;0.0;0.009;0.036;0.0;0.1;0.7;0.3;0.071;10.4;0.0;1.2;0.012;24.4;0.1;0.9;13.9;0.1;51.0;394.4;0.093;0.4;45.1
2139;chicory greens;Gerawala Hijau;7;0.096;0.078;0.06;0.018;1.4;0.2;0.5;1.2;0.0;0.017;26.7;0.0;0.0;0.033;0.021;0.0;0.008;0.1;0.3;0.062;7.0;0.0;0.7;0.079;29.0;0.081;0.3;8.7;0.1;13.6;121.8;0.015;3.279
2140;spinach cooked;bayam matang;41;0.5;0.042;0.01;0.2;6.8;0.8;5.3;4.3;0.0;0.1;164.2;0.0;0.0;0.2;0.3;0.0;0.4;0.9;0.3;0.4;17.6;0.0;3.7;0.9;244.8;0.3;6.4;156.6;1.7;100.8;838.8;0.029;18.5
2141;radish pickled;lobak acar;42;0.5;0.1;0.068;0.2;7.8;3.0;1.7;3.3;0.0;1.2;137.3;0.0;0.054;0.001;0.0;0.021;0.5;0.3;0.2;0.0;0.0;0.0;0.008;42.0;0.3;0.3;12.0;0.072;46.5;499.5;0.054;0.3;55.6
2142;sweet onion;Bawang manis;106;0.3;0.0;0.0;0.0;25.0;16.6;2.6;3.0;0.0;0.063;302.0;0.0;0.0;0.1;0.047;0.0;0.062;0.4;0.3;0.4;15.9;0.0;0.038;0.033;66.2;0.2;0.9;29.8;0.3;89.4;393.9;0.067;31.6
2143;salsify cooked;Salsify dimasak;92;0.2;0.0;0.0;0.0;20.7;3.9;3.7;4.2;0.0;0.028;109.4;0.0;0.042;0.031;0.0;0.2;0.5;0.4;0.3;6.2;0.0;0.3;0.099;63.5;0.05;0.7;24.3;0.3;75.6;382.1;0.002;0.4;99.2
2144;radish seeds sprouted;Biji lobak tumbuh;16;1.0;0.3;0.2;0.4;1.4;0.0;1.4;0.0;0.0;0.067;34.2;0.0;0.006;0.077;0.0;0.054;1.1;0.3;0.1;11.0;0.0;0.0;0.0;19.4;0.07;0.3;16.7;0.082;42.9;32.7;0.073;0.2;34.5
2145;turnips raw;lobak mentah;51;0.2;0.074;0.098;0.04;11.8;7.0;1.6;3.3;0.0;0.1;168.1;0.0;0.0;0.054;0.083;0.0;0.047;0.7;0.4;0.2;38.4;0.0;0.088;0.057;54.9;0.2;0.5;20.1;0.2;49.4;349.5;0.055;17.384
2146;burdock root raw;Burdock Root Raw;85;0.2;0.069;0.056;0.094;20.5;3.4;1.8;3.9;0.0;0.008;94.5;0.0;0.021;0.088;0.0;0.057;0.4;0.4;0.3;3.5;0.0;0.4;0.061;48.4;0.073;0.9;44.8;0.3;60.2;363.4;0.097;0.4;79.2
2147;red cabbage cooked;Kubis merah dimasak;49;0.2;0.058;0.001;0.095;11.8;5.6;2.6;4.4;0.0;0.047;154.4;0.0;0.0;0.1;0.098;0.0;0.1;0.6;0.3;0.4;18.4;0.0;0.2;0.049;71.4;0.032;1.1;28.9;0.4;56.1;445.4;0.068;19.534
2148;jute raw;rami mentah;10;0.046;0.0;0.026;0.08;1.6;0.0;1.3;0.0;0.0;0.042;24.6;0.0;0.0;0.043;0.02;0.0;0.2;0.4;0.011;0.2;10.4;0.0;0.0;0.0;58.2;0.049;1.3;17.9;0.009;23.2;156.5;0.009;3.197
2149;hot chile pepper dried;Pepper cabai panas dikeringkan;2;0.054;0.001;0.011;0.077;0.3;0.2;0.054;0.1;0.0;0.041;0.087;0.0;0.071;0.048;0.0;0.028;0.085;0.091;0.023;0.2;0.0;0.079;0.046;0.2;0.016;0.062;0.4;0.076;0.8;9.4;0.043;0.059;1.07
2150;salsify raw;Salsify Raw;109;0.3;0.0;0.0;0.0;24.7;0.0;4.4;4.4;0.0;0.093;102.4;0.0;0.0;0.1;0.066;0.0;0.3;0.7;0.5;0.4;10.6;0.0;0.0;0.0;79.8;0.1;0.9;30.6;0.4;99.8;505.4;0.06;34.3
2151;crookneck squash raw;Crookneck Squash Raw;24;0.3;0.1;0.057;0.1;4.9;4.5;1.3;1.3;0.0;0.047;119.7;0.0;0.085;0.076;0.0;0.079;0.6;0.2;0.1;24.5;0.0;0.2;0.097;26.7;0.1;0.6;25.4;0.2;40.6;281.9;0.094;0.4;59.6
2152;indian squash cooked;Squash India dimasak;38;0.4;0.0;0.0;0.0;7.6;4.7;0.7;3.5;0.0;0.0;226.1;0.0;0.064;0.098;0.0;0.016;0.2;0.1;0.025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.2
2153;poi;Poi;269;0.3;0.063;0.058;0.1;65.4;0.9;0.9;1.0;0.0;0.091;171.9;0.0;0.0;0.3;0.08;0.0;0.031;2.6;0.7;0.7;9.6;0.0;5.5;0.022;38.4;0.4;2.1;57.6;0.9;93.6;439.2;0.098;68.761
2154;sesbania flower cooked;Bunga sesbania dimasak;22;0.007;0.0;0.0;0.0;5.3;0.0;1.2;0.0;0.0;0.3;97.0;0.0;0.028;0.005;0.0;0.012;0.3;0.0;0.0;38.5;0.0;0.0;0.0;22.9;0.0;0.6;12.5;0.0;21.8;111.3;0.025;0.0;68.544
2155;acorn squash cooked;Acorn Squash dimasak;115;0.3;0.023;0.072;0.1;29.9;0.0;2.3;9.0;0.0;0.5;169.9;0.0;0.3;0.031;0.0;0.008;1.8;1.0;0.4;22.1;0.0;0.0;0.0;90.2;0.2;1.9;88.2;0.5;92.3;895.9;0.07;0.3;155.7
2156;cauliflower cooked;kembang kol dimasak;29;0.6;0.055;0.019;0.3;5.1;2.6;2.3;2.9;0.0;0.094;115.3;0.0;0.0;0.008;0.062;0.0;0.056;0.5;0.6;0.2;54.9;0.0;0.004;0.068;19.8;0.041;0.4;11.2;0.2;39.7;176.1;0.059;11.26
2157;crookneck squash cooked;Squash Crookneck dimasak;34;0.7;0.1;0.089;0.2;6.8;4.5;1.9;2.0;0.0;0.4;169.7;0.0;0.072;0.014;0.0;0.049;0.9;0.6;0.1;20.9;0.0;0.2;0.002;39.6;0.1;0.7;28.8;0.3;52.2;318.6;0.059;0.4;72.6
2158;laver seaweed;Rumput laut laver;1;0.012;0.066;0.045;0.052;0.1;0.071;0.2;0.09;0.0;0.075;2.2;0.0;0.005;0.089;0.0;0.096;0.057;0.068;0.013;1.0;0.0;0.062;0.052;1.8;0.073;0.087;0.049;0.021;1.5;9.3;0.08;0.09;3.176
2159;mountain yam cooked;Mountain Yam dimasak;119;0.1;0.014;0.007;0.099;29.0;0.0;2.5;0.0;0.0;0.4;111.9;0.0;0.1;0.089;0.0;0.081;0.2;0.7;0.3;0.0;0.0;0.0;0.0;11.6;0.2;0.6;14.5;0.4;58.0;717.8;0.026;0.5;43.8
2160;pumpkin flowers raw;Bunga labu mentah;5;0.084;0.049;0.099;0.05;1.1;0.0;0.3;0.0;0.0;0.066;31.4;0.0;0.0;0.026;0.0;0.079;0.2;0.0;0.0;9.2;0.0;0.0;0.0;12.9;0.0;0.2;7.9;0.0;16.2;57.1;0.075;0.0;23.71
2161;mustard greens raw;mustard hijau mentah;15;0.2;0.072;0.071;0.035;2.6;0.7;1.6;1.8;0.0;0.004;50.8;0.0;0.088;0.026;0.0;0.097;0.4;0.1;0.1;39.2;0.0;1.1;0.1;64.4;0.018;0.9;17.9;0.0;32.5;215.0;0.076;0.1;110.7
2162;arrowhead;mata panah;12;0.084;0.0;0.0;0.0;2.4;0.0;0.6;0.0;0.0;0.082;8.7;0.0;0.029;0.06;0.0;0.084;0.2;0.09;0.012;0.1;0.0;0.0;0.0;1.2;0.066;0.3;6.1;0.072;20.9;110.6;0.09;0.094;4.68
2163;japanese cabbage;Kubis Jepang;45;0.2;0.092;0.081;0.092;8.5;2.0;2.4;4.7;0.0;0.4;137.1;0.0;0.0;0.094;0.0;0.029;0.3;0.3;0.2;1.1;0.0;0.2;0.2;72.0;0.037;0.7;18.0;0.4;64.5;1279.5;0.008;0.3;89.6
2164;mung bean sprouts cooked;tauge kacang hijau dimasak;24;0.1;0.05;0.007;0.062;4.5;3.5;2.5;1.0;0.0;0.3;115.8;0.0;0.02;0.092;0.0;0.1;1.0;0.3;0.032;14.1;0.0;0.061;0.039;14.9;0.2;0.8;17.4;0.2;34.7;125.2;0.0;0.6;37.9
2165;scallop squash cooked;Sqallop squash dimasak;29;0.3;0.034;0.081;0.1;5.9;2.7;1.9;3.4;0.0;0.4;171.0;0.0;0.085;0.037;0.0;0.036;0.8;0.1;0.2;19.4;0.0;0.2;0.035;27.0;0.1;0.6;34.2;0.2;50.4;252.0;0.055;0.4;58.5
2166;pumpkin leaves cooked;Daun labu matang;15;0.2;0.092;0.017;0.093;2.4;0.5;1.9;1.9;0.0;0.2;65.7;0.0;0.096;0.027;0.0;0.053;0.6;0.078;0.1;0.7;0.0;0.7;0.049;30.5;0.029;2.3;27.0;0.3;56.1;311.0;0.083;0.1;39.9
2167;hungarian pepper;Lada Hongaria;8;0.1;0.082;0.086;0.099;1.8;1.0;0.2;0.3;0.0;0.028;24.7;0.0;0.021;0.053;0.0;0.008;0.3;0.064;0.1;25.1;0.0;0.1;0.064;3.2;0.017;0.1;4.3;0.007;7.8;54.5;0.058;0.047;30.8
2168;sweet potato baked;Ubi jalar dipanggang;103;0.2;0.013;0.072;0.1;23.6;7.4;2.3;3.8;0.0;0.07;86.4;0.0;0.1;0.043;0.0;0.1;1.7;1.0;0.3;22.3;0.0;0.8;0.04;43.3;0.2;0.8;30.8;0.6;61.6;541.5;0.03;0.4;96.3
2169;chinese cabbage pe tsai raw;Kubis Cina Pe Tsai Raw;12;0.2;0.033;0.087;0.004;2.5;1.1;0.9;0.9;0.0;0.049;71.7;0.0;0.068;0.05;0.0;0.028;0.3;0.055;0.2;20.5;0.0;0.003;0.088;58.5;0.074;0.2;9.9;0.1;22.0;180.9;0.03;0.2;83.7
2170;taro raw;talas mentah;116;0.2;0.099;0.062;0.01;27.5;0.4;1.6;4.3;0.0;0.054;73.5;0.0;0.028;0.024;0.0;0.059;0.6;0.3;0.3;4.7;0.0;2.5;0.001;44.7;0.2;0.6;34.3;0.4;87.4;614.6;0.097;0.2;83.6
2171;yam bean jicama;Yam Bean Jicama;49;0.1;0.061;0.088;0.093;11.5;2.3;0.9;6.4;0.0;0.047;117.1;0.0;0.075;0.061;0.0;0.017;0.3;0.2;0.02;26.3;0.0;0.6;0.019;15.6;0.061;0.8;15.6;0.012;23.4;195.0;0.045;0.2;61.6
2172;olives;zaitun;10;0.9;0.2;0.6;0.043;0.5;0.0;0.09;0.1;0.0;0.001;6.7;0.0;0.06;0.0;0.0;0.0;0.022;0.056;0.086;0.03;0.0;0.1;0.042;7.4;0.068;0.5;0.3;0.089;0.3;0.7;0.01;0.085;9.479
2173;mustard greens cooked;Hijau mustard dimasak;36;0.7;0.053;0.2;0.008;6.3;2.0;3.6;2.8;0.0;0.4;128.5;0.0;0.008;0.007;0.0;0.042;0.6;0.2;0.1;35.4;0.0;2.5;0.8;165.2;0.1;1.2;18.2;0.0;58.8;226.8;0.059;0.2;215.2
2174;pumpkin flowers cooked;Bunga labu dimasak;20;0.1;0.057;0.007;0.084;4.4;3.2;1.5;1.2;0.0;0.082;127.6;0.0;0.019;0.049;0.0;0.041;0.4;0.0;0.094;6.7;0.0;0.061;0.0;49.6;0.1;1.2;33.5;0.0;45.6;142.0;0.007;0.1;64.7
2175;tree fern cooked;Pohon Pohon Dimasak;57;0.096;0.0;0.0;0.0;15.3;0.0;0.4;5.3;0.0;0.3;125.8;0.0;0.0;0.031;0.0;0.4;5.0;0.083;0.3;42.6;0.0;0.0;0.0;11.4;0.3;0.2;7.1;0.8;5.7;7.1;0.085;0.4;75.253
2176;yellow corn raw;Yellow Corn Raw;606;7.9;1.1;2.1;3.6;123.3;1.1;15.6;12.1;0.0;0.06;17.2;0.0;0.6;0.057;0.0;0.3;6.0;0.7;1.0;0.0;0.0;0.8;0.016;11.6;0.5;4.5;210.8;0.8;348.6;476.4;0.032;3.7;175.0
2177;endive;andewi;9;0.1;0.022;0.044;0.072;1.7;0.1;0.6;1.6;0.0;0.08;46.9;0.0;0.092;0.065;0.0;0.017;0.2;0.5;0.095;3.3;0.0;0.2;0.1;26.0;0.002;0.4;7.5;0.2;14.0;157.0;0.085;0.4;33.7
2178;wakame;Wakame;36;0.5;0.1;0.002;0.2;7.3;0.5;2.4;0.4;0.0;0.7;64.0;0.0;0.087;0.2;0.0;0.2;1.3;0.6;0.07;2.4;0.0;0.8;0.039;120.0;0.2;1.7;85.6;1.1;64.0;40.0;0.035;0.3;134.7
2179;tahitian taro raw;Tahitian Talas Raw;55;1.2;0.2;0.022;0.5;8.6;0.0;3.5;0.0;0.0;0.003;110.0;0.0;0.079;0.029;0.0;0.3;1.2;0.2;0.1;120.0;0.0;0.0;0.0;161.3;0.061;1.6;58.8;0.2;56.3;757.5;0.044;0.1;296.2
2180;broccoli raw;brokoli mentah;31;0.3;0.053;0.028;0.015;6.0;1.5;2.6;2.4;0.0;0.049;81.3;0.0;0.0;0.088;0.085;0.0;0.1;0.6;0.5;0.2;81.2;0.0;0.7;0.092;42.8;0.016;0.7;19.1;0.2;60.1;287.6;0.036;11.548
2181;sweet green peppers raw;paprika hijau manis mentah;30;0.3;0.053;0.043;0.037;6.9;3.6;1.3;2.5;0.0;0.023;139.9;0.0;0.013;0.011;0.0;0.068;0.7;0.1;0.3;119.8;0.0;0.6;0.083;14.9;0.035;0.5;14.9;0.2;29.8;260.8;0.0;0.2;146.2
2182;chinese cabbage pak choi cooked;Kubis Cina Pak Choi Dimasak;20;0.3;0.014;0.046;0.1;3.0;1.4;2.7;1.7;0.0;0.5;162.4;0.0;0.068;0.012;0.0;0.1;0.7;0.1;0.3;44.2;0.0;0.2;0.049;158.1;0.088;1.8;18.7;0.2;49.3;630.7;0.055;0.3;211.8
2183;agar;agar;1;0.058;0.087;0.01;0.028;0.3;0.005;0.053;0.027;0.0;0.049;4.6;0.0;0.0;0.027;0.08;0.0;0.097;0.006;0.091;0.066;0.0;0.0;0.003;0.075;2.7;0.002;0.046;3.4;0.027;0.3;11.3;0.1;0.587
2184;watercress;selada air;4;0.006;0.071;0.027;0.0;0.4;0.099;0.8;0.2;0.0;0.038;32.3;0.0;0.0;0.028;0.085;0.0;0.034;0.003;0.1;0.085;14.6;0.0;0.3;0.069;40.8;0.063;0.056;7.1;0.048;20.4;112.2;0.095;1.59
2185;beet greens cooked;bit hijau dimasak;39;0.3;0.025;0.067;0.1;7.9;0.9;3.7;4.2;0.0;0.3;128.3;0.0;0.2;0.009;0.0;0.4;0.7;0.5;0.2;35.9;0.0;2.6;0.7;164.2;0.4;2.7;97.9;0.7;59.0;1309.0;0.097;0.7;218.9
2186;winter squash cooked;Squash musim dingin dimasak;76;0.7;0.1;0.083;0.3;18.1;6.8;1.8;5.7;0.0;0.068;182.9;0.0;0.017;0.009;0.0;0.1;1.0;0.5;0.3;3.7;0.0;0.2;0.036;45.1;0.2;0.9;26.7;0.4;39.0;494.1;0.086;0.5;76.0
2187;new zealand spinach raw;Bayam Selandia Baru RAW;8;0.1;0.077;0.078;0.043;1.4;0.2;0.8;0.8;0.0;0.017;52.6;0.0;0.051;0.063;0.0;0.003;0.3;0.2;0.2;16.8;0.0;0.8;0.2;32.5;0.07;0.4;21.8;0.4;15.7;72.8;0.006;0.2;52.8
2188;okra;Okra;4;0.082;0.001;0.019;0.053;0.9;0.2;0.2;0.4;0.0;0.098;10.7;0.0;0.041;0.067;0.0;0.024;0.1;0.018;0.044;2.7;0.0;0.001;0.085;9.8;0.038;0.082;6.8;0.031;7.3;35.6;0.066;0.04;14.081
2189;yautia tannier;Yautia Tannier;132;0.5;0.1;0.0;0.0;31.9;0.0;2.0;2.0;0.0;0.031;98.6;0.0;0.1;0.015;0.0;0.071;0.9;0.3;0.3;7.0;0.0;0.0;0.0;12.2;0.3;1.3;32.4;0.3;68.9;807.3;0.001;0.7;56.9
2190;mustard spinach cooked;Bayam mustard dimasak;29;0.4;0.0;0.0;0.0;5.0;0.0;3.1;3.6;0.0;0.5;170.1;0.0;0.081;0.1;0.0;0.1;0.8;0.2;0.2;117.0;0.0;0.0;0.0;284.4;0.05;1.4;12.6;0.5;32.4;513.0;0.018;0.2;414.9
2191;rhubarb cooked;Rhubarb dimasak;278;0.1;0.08;0.009;0.067;74.9;68.9;0.9;4.8;0.0;0.007;162.7;0.0;0.0;0.071;0.066;0.0;0.06;0.5;0.1;0.041;7.9;0.0;0.5;0.081;348.0;0.024;0.5;28.8;0.2;19.2;230.4;0.057;80.893
2192;beets raw;bit mentah;58;0.2;0.028;0.032;0.067;13.0;9.2;2.2;3.8;0.0;0.1;119.1;0.0;0.0;0.096;0.1;0.0;0.077;0.5;0.2;0.026;6.7;0.0;0.064;0.079;21.8;0.1;1.1;31.3;0.4;54.4;442.0;0.096;19.395
2193;drumstick pods raw;Drumstick pods mentah;37;0.2;0.025;0.1;0.037;8.5;0.0;2.1;3.2;0.0;0.077;88.2;0.0;0.022;0.083;0.0;0.095;0.6;0.8;0.1;141.0;0.0;0.0;0.0;30.0;0.062;0.4;45.0;0.3;50.0;461.0;0.073;0.5;185.4
2194;baby zucchini;Baby Zucchini;2;0.089;0.02;0.047;0.006;0.3;0.0;0.3;0.1;0.0;0.041;10.2;0.0;0.06;0.035;0.0;0.092;0.063;0.052;0.009;3.8;0.0;0.0;0.0;2.3;0.019;0.098;3.6;0.035;10.2;50.5;0.057;0.084;6.89
2195;onion raw;Bawang mentah;16;0.048;0.077;0.091;0.007;3.7;1.7;0.4;0.7;0.0;0.065;35.6;0.0;0.0;0.047;0.054;0.0;0.043;0.074;0.063;0.098;3.0;0.0;0.029;0.08;9.2;0.011;0.014;4.0;0.072;11.6;58.4;0.092;4.955
2196;romanesco cooked;Romanesco dimasak;39;0.4;0.028;0.077;0.2;7.7;0.0;3.7;4.0;0.0;0.3;109.2;0.0;0.039;0.085;0.0;0.1;0.8;0.8;0.3;88.6;0.0;0.0;0.0;39.0;0.081;0.9;23.2;0.3;69.5;339.2;0.067;0.8;144.3
2197;butternut squash raw;butternut squash mentah;90;0.2;0.044;0.046;0.019;23.4;4.4;2.0;4.0;0.0;0.067;172.8;0.0;0.0;0.2;0.016;0.0;0.048;2.4;0.8;0.3;42.0;0.0;2.9;0.075;96.0;0.1;1.4;68.0;0.4;66.0;704.0;0.024;30.078
2198;amaranth leaves;Amaranth pergi;6;0.075;0.072;0.033;0.025;1.1;0.0;0.7;0.0;0.0;0.071;25.7;0.0;0.046;0.029;0.0;0.042;0.2;0.039;0.009;12.1;0.0;0.0;0.3;60.2;0.052;0.6;15.4;0.2;14.0;171.1;0.058;0.3;74.73
2199;turnip greens raw;lobak hijau mentah;18;0.2;0.009;0.04;0.066;3.9;0.4;0.8;1.8;0.0;0.012;49.3;0.0;0.015;0.1;0.0;0.015;0.3;0.2;0.1;33.0;0.0;1.6;0.1;104.5;0.2;0.6;17.1;0.3;23.1;162.8;0.026;0.1;144.8
2200;spaghetti squash raw;Spaghetti Squash Raw;31;0.6;0.1;0.026;0.2;7.0;2.8;0.6;1.5;0.0;0.081;92.5;0.0;0.06;0.022;0.0;0.061;1.0;0.4;0.1;2.1;0.0;0.1;0.076;23.2;0.077;0.3;12.1;0.1;12.1;109.1;0.091;0.2;35.3
